,trial-0,trial-1
0.5,0.4807121083511784,0.7713845605741352
0.75,0.6099032403705058,0.9145883984090691
1.0,0.987147049287945,0.9070199848061933
1.25,1.2020646886624746,1.4286960849890102
1.5,1.62843687721854,1.37075427159567
